6.7073	0.00025781
6.5469	0.00029512
6.5033	0.00030867
6.3633	0.00033884
6.3056	0.0003553
6.1477	0.00038905
6.1138	0.00039811
6.0233	0.00044668
5.9408	0.00051286
5.9279	0.00052493
5.8459	0.00058884
5.7732	0.00067608
5.7477	0.00071532
5.6792	0.00077625
5.5995	0.00089125
5.5729	0.00094558
5.4034	0.00096984
5.3918	0.00089125
5.3819	0.00077625
5.3786	0.00067608
5.3803	0.00058884
5.3861	0.00051286
5.3955	0.00044668
5.4034	0.00040917
5.4097	0.00038905
5.4286	0.00033884
5.4486	0.00029512
5.4697	0.00025704
5.4924	0.00022387
5.5167	0.00019498
5.543	0.00016982
5.5716	0.00014791
5.5729	0.00014703
5.6086	0.00012882
5.6462	0.0001122
5.6847	0.000097724
5.7247	0.000085114
5.7477	0.000078886
5.7705	0.000074131
5.8215	0.000064565
5.8731	0.000056234
5.9261	0.000048978
5.9279	0.000048753
5.9884	0.000042658
6.0516	0.000037154
6.1138	0.000032524
6.1162	0.000032359
6.1822	0.000028184
6.251	0.000024547
6.3056	0.0000221
6.3228	0.00002138
6.3971	0.000018621
6.4758	0.000016218
6.5033	0.000015481
6.5588	0.000014125
6.6467	0.000012303
6.7073	0.000011238
6.7404	0.000010715
6.84	9.3325E-06
6.9176	8.4275E-06
6.9464	8.1283E-06
7.0602	7.0795E-06
7.1346	6.4968E-06
7.1825	0.000006166
7.3137	5.3703E-06
7.3583	5.1333E-06
7.4558	4.6774E-06
7.5891	4.1429E-06
7.6088	4.0738E-06
7.7755	3.5481E-06
7.8271	3.4049E-06
7.9575	3.0903E-06
8.0726	2.8458E-06
8.1565	2.6915E-06
8.3257	2.4143E-06
8.3757	2.3442E-06
8.5868	2.0759E-06
8.6183	2.0417E-06
8.8561	1.8072E-06
8.8906	1.7783E-06
9.1339	1.5911E-06
9.199	1.5488E-06
9.4203	1.4158E-06
9.5525	0.000001349
9.7157	1.2717E-06
9.9625	1.1749E-06
10.021	1.1535E-06
10.335	1.0551E-06
10.456	1.0233E-06
10.659	9.7252E-07
10.993	9.0344E-07
11.062	8.9125E-07
11.338	8.4508E-07
11.693	7.9579E-07
11.862	7.7625E-07
12.06	7.5388E-07
12.438	7.1862E-07
12.828	6.8881E-07
13.031	6.7608E-07
13.231	6.6374E-07
13.646	6.4284E-07
14.074	6.256E-07
14.515	6.1179E-07
14.97	6.0076E-07
15.44	5.9279E-07
15.775	5.8884E-07
15.924	5.8708E-07
16.423	5.8385E-07
16.938	5.8291E-07
17.469	5.8466E-07
18.017	5.879E-07
18.11	5.8884E-07
18.583	5.9375E-07
19.165	6.0242E-07
19.767	6.1376E-07
20.386	6.2791E-07
21.026	6.4491E-07
21.685	6.6527E-07
21.992	6.7608E-07
22.365	6.9088E-07
23.066	7.2277E-07
23.79	7.6015E-07
24.059	7.7625E-07
24.536	8.1208E-07
25.305	8.8004E-07
25.423	8.9125E-07
26.099	9.9152E-07
26.274	1.0233E-06
26.627	1.1749E-06
26.556	0.000001349
26.117	1.5488E-06
26.099	1.5535E-06
25.371	1.7783E-06
25.305	1.7931E-06
24.536	2.0082E-06
24.437	2.0417E-06
23.79	2.2126E-06
23.367	2.3442E-06
23.066	2.4205E-06
22.365	2.6406E-06
22.228	2.6915E-06
21.685	2.8589E-06
21.086	3.0903E-06
21.026	3.1103E-06
20.386	3.3527E-06
19.964	3.5481E-06
19.767	3.6283E-06
19.165	3.9201E-06
18.902	4.0738E-06
18.583	4.2394E-06
18.017	4.5941E-06
17.901	4.6774E-06
17.469	4.9534E-06
16.962	5.3703E-06
16.938	5.3877E-06
16.423	5.8237E-06
16.093	0.000006166
15.924	6.3285E-06
15.44	6.8849E-06
15.295	7.0795E-06
14.97	7.4903E-06
14.563	8.1283E-06
14.515	8.1997E-06
14.074	8.9475E-06
13.885	9.3325E-06
13.646	9.8017E-06
13.267	0.000010715
13.231	0.000010799
12.828	0.000011874
12.694	0.000012303
12.438	0.000013104
12.171	0.000014125
12.06	0.000014541
11.693	0.000016203
11.69	0.000016218
11.338	0.00001803
11.242	0.000018621
10.993	0.000020174
10.83	0.00002138
10.659	0.000022683
10.451	0.000024547
10.335	0.000025627
10.1	0.000028184
10.021	0.000029087
9.7737	0.000032359
9.7157	0.000033174
9.47	0.000037154
9.4203	0.000038019
9.1869	0.000042658
9.1339	0.000043803
8.9222	0.000048978
8.8561	0.000050757
8.6744	0.000056234
8.5868	0.000059183
8.4423	0.000064565
8.3257	0.000069502
8.2253	0.000074131
8.0726	0.000082281
8.023	0.000085114
7.8341	0.000097724
7.8271	0.000098243
7.647	0.0001122
7.5891	0.0001176
7.4717	0.00012882
7.3583	0.00014217
7.3093	0.00014791
7.1545	0.00016982
7.1346	0.00017306
6.9958	0.00019498
6.9176	0.00021077
6.846	0.00022387
6.71	0.00025704
6.7073	0.00025781

