15.816604	1.08E-05
16.029381	9.59E-06
16.245022	8.64E-06
16.463562	7.82E-06
16.685043	7.10E-06
16.909504	6.44E-06
17.136984	5.85E-06
17.367525	5.32E-06
17.601168	4.84E-06
17.837952	4.40E-06
18.077923	4.01E-06
18.321121	3.66E-06
18.567593	3.34E-06
18.817379	3.06E-06
19.070526	2.80E-06
19.327072	2.56E-06
19.58708	2.35E-06
19.850576	2.16E-06
20.117628	1.99E-06
20.388262	1.83E-06
20.662546	1.69E-06
20.94051	1.57E-06
21.222223	1.45E-06
21.507717	1.35E-06
21.797062	1.26E-06
22.090288	1.17E-06
22.38747	1.10E-06
22.688639	1.03E-06
22.99387	9.62E-07
23.303198	9.05E-07
23.61669	8.52E-07
23.934401	8.04E-07
24.256392	7.60E-07
24.582703	7.20E-07
24.913408	6.84E-07
25.248564	6.50E-07
25.588228	6.19E-07
25.932463	5.91E-07
26.281326	5.65E-07
26.634884	5.41E-07
26.993198	5.19E-07
27.356333	4.99E-07
27.724352	4.80E-07
28.097322	4.62E-07
28.475304	4.46E-07
28.858383	4.32E-07
29.246609	4.18E-07
29.640059	4.05E-07
30.038794	3.94E-07
30.442907	3.83E-07
30.852442	3.73E-07
31.267502	3.64E-07
31.688137	3.55E-07
32.114433	3.47E-07
32.546452	3.40E-07
32.984295	3.33E-07
33.428024	3.27E-07
33.877735	3.21E-07
34.333477	3.16E-07
34.795368	3.11E-07
35.263454	3.07E-07
35.737846	3.03E-07
36.21862	2.99E-07
36.705864	2.96E-07
37.199661	2.93E-07
37.700108	2.90E-07
38.207272	2.88E-07
38.721268	2.86E-07
39.242176	2.84E-07
39.770096	2.83E-07
40.305115	2.81E-07
40.84734	2.80E-07
41.396843	2.80E-07
41.953747	2.79E-07
42.518143	2.79E-07
43.09013	2.79E-07
43.669815	2.79E-07
44.257286	2.80E-07
44.85268	2.80E-07
45.456074	2.81E-07
46.067585	2.83E-07
46.687325	2.84E-07
47.315399	2.86E-07
47.951916	2.88E-07
48.597015	2.90E-07
49.250767	2.93E-07
49.913342	2.96E-07
50.584816	3.00E-07
51.265324	3.03E-07
51.954987	3.08E-07
52.653927	3.13E-07
53.362259	3.18E-07
54.080143	3.25E-07
54.807659	3.33E-07
55.544964	3.43E-07
56.292213	3.57E-07
56.292213	4.15E-07
55.544964	4.34E-07
54.807659	4.49E-07
54.080143	4.63E-07
53.362259	4.75E-07
52.653927	4.87E-07
51.954987	4.99E-07
51.265324	5.10E-07
50.584816	5.21E-07
49.913342	5.33E-07
49.250767	5.44E-07
48.597015	5.56E-07
47.951916	5.68E-07
47.315399	5.80E-07
46.687325	5.92E-07
46.067585	6.05E-07
45.456074	6.19E-07
44.85268	6.32E-07
44.257286	6.47E-07
43.669815	6.61E-07
43.09013	6.77E-07
42.518143	6.93E-07
41.953747	7.10E-07
41.396843	7.27E-07
40.84734	7.45E-07
40.305115	7.64E-07
39.770096	7.84E-07
39.242176	8.05E-07
38.721268	8.26E-07
38.207272	8.49E-07
37.700108	8.73E-07
37.199661	8.98E-07
36.705864	9.25E-07
36.21862	9.53E-07
35.737846	9.82E-07
35.263454	1.01E-06
34.795368	1.05E-06
34.333477	1.08E-06
33.877735	1.12E-06
33.428024	1.16E-06
32.984295	1.20E-06
32.546452	1.24E-06
32.114433	1.28E-06
31.688137	1.33E-06
31.267502	1.38E-06
30.852442	1.44E-06
30.442907	1.49E-06
30.038794	1.56E-06
29.640059	1.62E-06
29.246609	1.69E-06
28.858383	1.76E-06
28.475304	1.84E-06
28.097322	1.92E-06
27.724352	2.01E-06
27.356333	2.11E-06
26.993198	2.21E-06
26.634884	2.31E-06
26.281326	2.43E-06
25.932463	2.55E-06
25.588228	2.68E-06
25.248564	2.82E-06
24.913408	2.96E-06
24.582703	3.12E-06
24.256392	3.29E-06
23.934401	3.47E-06
23.61669	3.66E-06
23.303198	3.86E-06
22.99387	4.07E-06
22.688639	4.30E-06
22.38747	4.54E-06
22.090288	4.80E-06
21.797062	5.07E-06
21.507717	5.35E-06
21.222223	5.65E-06
20.94051	5.96E-06
20.662546	6.29E-06
20.388262	6.63E-06
20.117628	6.98E-06
19.850576	7.34E-06
19.58708	7.71E-06
19.327072	8.10E-06
19.070526	8.48E-06
18.817379	8.87E-06
18.567593	9.27E-06
18.321121	9.66E-06
18.077923	1.00E-05
17.837952	1.04E-05
17.601168	1.08E-05
17.367525	1.11E-05
17.136984	1.14E-05
16.909504	1.17E-05
16.685043	1.20E-05
16.463562	1.22E-05
16.245022	1.23E-05
16.029381	1.24E-05
15.816604	1.23E-05
15.816604	1.08E-05

